2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell service call window 1 i32 8888 
2013-3-1 18:01:05: Result: Parcel(00000000 00000000   '........')
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:4408  tcp:8888 
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:2408  tcp:1324 
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell am broadcast -a AgentServiceStart --ei port 1324 --ei width 960 --ei height 540 --ei delay 0 --ei bpp 2 
2013-3-1 18:01:06: Broadcasting: Intent { act=AgentServiceStart (has extras) }
2013-3-1 18:01:06: Broadcast completed: result=0
2013-3-1 18:01:06: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>pause
2013-3-1 18:01:06: Press any key to continue . . . 
2013-3-1 18:01:13: compile successfully, ready to run:
2013-3-1 18:01:13: ||| MESSAGE ||| BaseMo phone connecting.......
2013-3-1 18:25:42: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:26:02: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:26:04: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:26:04: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:26:05: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:26:05: ||| MESSAGE ||| ==== Count ==>38
2013-3-1 18:26:05: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:26:06: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:26:09: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:26:10: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:26:11: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:26:11: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:26:13: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:26:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:26:16: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:26:38: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:26:39: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:26:39: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:26:40: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:26:41: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:26:41: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:26:43: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:27:03: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:27:05: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:27:05: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:27:06: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:27:07: ||| MESSAGE ||| ==== Count ==>39
2013-3-1 18:27:07: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:27:08: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:27:10: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:27:11: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:27:12: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:27:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:27:14: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:27:15: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:27:17: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:27:39: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:27:40: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:27:40: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:27:41: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:27:41: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:27:42: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:27:44: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:28:05: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:28:07: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:28:07: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:28:08: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:28:08: ||| MESSAGE ||| ==== Count ==>40
2013-3-1 18:28:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:28:09: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:28:12: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:28:13: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:28:14: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:28:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:28:16: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:28:17: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:28:19: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:28:40: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:28:41: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:28:41: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:28:43: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:28:43: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:28:43: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:28:45: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:29:07: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:29:08: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:29:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:29:09: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:29:10: ||| MESSAGE ||| ==== Count ==>41
2013-3-1 18:29:10: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:29:11: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:29:13: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:29:14: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:29:15: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:29:16: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:29:18: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:29:18: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:29:20: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:29:41: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:29:43: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:29:43: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:29:44: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:29:45: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:29:45: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:29:47: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:30:08: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:30:10: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:30:10: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:30:11: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:30:12: ||| MESSAGE ||| ==== Count ==>42
2013-3-1 18:30:12: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:30:13: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:30:15: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:30:16: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:30:17: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:30:17: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:30:19: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:30:20: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:30:22: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:30:44: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:30:45: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:30:45: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:30:46: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:30:47: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:30:47: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:30:49: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:31:10: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:31:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:31:12: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:31:13: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:31:14: ||| MESSAGE ||| ==== Count ==>43
2013-3-1 18:31:14: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:31:15: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:31:17: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:31:18: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:31:19: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:31:19: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:31:21: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:31:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:31:24: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:31:45: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:31:46: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:31:46: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:31:48: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:31:48: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:31:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:31:50: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:32:10: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:32:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:32:12: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:32:13: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:32:14: ||| MESSAGE ||| ==== Count ==>44
2013-3-1 18:32:14: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:32:15: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:32:17: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:32:18: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:32:19: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:32:19: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:32:21: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:32:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:32:24: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:32:46: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:32:47: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:32:47: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:32:49: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:32:49: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:32:49: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:32:51: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:33:13: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:33:14: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:33:15: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:33:16: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:33:16: ||| MESSAGE ||| ==== Count ==>45
2013-3-1 18:33:16: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:33:17: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:33:19: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:33:20: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:33:21: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:33:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:33:24: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:33:24: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:33:26: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:33:48: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:33:49: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:33:49: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:33:50: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:33:51: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:33:51: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:33:53: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:34:15: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:34:16: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:34:17: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:34:18: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:34:18: ||| MESSAGE ||| ==== Count ==>46
2013-3-1 18:34:18: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:34:19: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:34:21: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:34:22: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:34:23: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:34:24: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:34:26: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:34:26: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:34:28: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:34:50: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:34:51: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:34:51: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:34:53: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:34:53: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:34:53: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:34:55: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:35:17: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:35:18: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:35:19: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:35:20: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:35:20: ||| MESSAGE ||| ==== Count ==>47
2013-3-1 18:35:20: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:35:21: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:35:23: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:35:24: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:35:25: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:35:26: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:35:28: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:35:28: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:35:30: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:35:52: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:35:53: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:35:53: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:35:55: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:35:55: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:35:55: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:35:57: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:36:19: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:36:20: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:36:21: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:36:22: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:36:22: ||| MESSAGE ||| ==== Count ==>48
2013-3-1 18:36:22: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:36:23: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:36:25: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:36:26: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:36:27: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:36:28: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:36:30: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:36:30: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:36:32: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:36:54: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:36:55: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:36:55: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:36:57: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:36:57: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:36:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:36:59: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:37:21: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:37:22: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:37:23: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:37:24: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:37:24: ||| MESSAGE ||| ==== Count ==>49
2013-3-1 18:37:24: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:37:25: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:37:27: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:37:28: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:37:29: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:37:30: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:37:32: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:37:32: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:37:34: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:37:56: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:37:57: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:37:57: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:37:58: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:37:59: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:37:59: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:38:01: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:38:22: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:38:24: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:38:24: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:38:25: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:38:26: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:38:27: ||| MESSAGE ||| ==== All Case:49     Failed Case:20
2013-3-1 18:38:27: ||| MESSAGE ||| ==== 5.1.1.1 Make call from book: Finised!
2013-3-1 18:38:32: ||| MESSAGE ||| recordend();
2013-3-1 18:38:32: ||| MESSAGE ||| end of the video collection:
2013-3-1 18:38:32: ||| MESSAGE ||| DeviceClose();
2013-3-1 18:38:32: Run Success!
