2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell service call window 1 i32 8888 
2013-3-1 18:38:33: Result: Parcel(00000000 00000000   '........')
2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:4408  tcp:8888 
2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:2408  tcp:1324 
2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell am broadcast -a AgentServiceStart --ei port 1324 --ei width 960 --ei height 540 --ei delay 0 --ei bpp 2 
2013-3-1 18:38:34: Broadcasting: Intent { act=AgentServiceStart (has extras) }
2013-3-1 18:38:34: Broadcast completed: result=0
2013-3-1 18:38:34: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>pause
2013-3-1 18:38:34: Press any key to continue . . . 
2013-3-1 18:38:41: compile successfully, ready to run:
2013-3-1 18:38:41: ||| MESSAGE ||| BaseMo phone connecting.......
2013-3-1 19:05:14: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:05:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:05:16: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:05:26: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:05:26: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:05:31: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:05:33: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:05:37: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:05:38: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:05:39: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:05:41: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:05:43: ||| MESSAGE ||| ==== Count ==>47
2013-3-1 19:05:43: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:05:45: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:05:48: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:05:49: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:05:51: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:06:00: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:06:00: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:06:05: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:06:07: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:06:11: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:06:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:06:13: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:06:15: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:06:17: ||| MESSAGE ||| ==== Count ==>48
2013-3-1 19:06:17: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:06:19: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:06:22: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:06:23: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:06:25: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:06:34: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:06:34: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:06:39: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:06:41: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:06:45: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:06:46: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:06:47: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:06:49: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:06:51: ||| MESSAGE ||| ==== Count ==>49
2013-3-1 19:06:51: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:06:53: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:06:56: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:06:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:06:59: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:07:08: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:07:08: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:07:13: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:07:15: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:07:19: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:07:20: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:07:21: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:07:23: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:07:25: ||| MESSAGE ||| ==== Count ==>50
2013-3-1 19:07:25: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:07:27: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:07:30: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:07:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:07:33: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:07:42: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:07:42: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:07:47: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:07:49: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:07:53: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:07:54: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:07:55: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:07:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:07:59: ||| MESSAGE ||| ==== Count ==>51
2013-3-1 19:07:59: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:08:01: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:08:04: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:08:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:08:07: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:08:16: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:08:16: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:08:21: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:08:23: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:08:27: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:08:28: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:08:29: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:08:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:08:33: ||| MESSAGE ||| ==== Count ==>52
2013-3-1 19:08:33: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:08:35: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:08:38: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:08:39: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:08:41: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:08:50: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:08:50: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:08:55: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:08:57: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:09:01: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:09:02: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:09:03: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:09:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:09:07: ||| MESSAGE ||| ==== Count ==>53
2013-3-1 19:09:07: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:09:09: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:09:12: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:09:13: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:09:15: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:09:24: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:09:24: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:09:29: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:09:31: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:09:35: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:09:37: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:09:37: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:09:39: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:09:41: ||| MESSAGE ||| ==== Count ==>54
2013-3-1 19:09:41: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:09:43: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:09:46: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:09:47: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:09:49: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:09:58: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:09:58: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:10:03: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:10:05: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:10:09: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:10:11: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:10:11: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:10:13: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:10:15: ||| MESSAGE ||| ==== Count ==>55
2013-3-1 19:10:15: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:10:17: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:10:20: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:10:21: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:10:23: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:10:32: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:10:32: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:10:37: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:10:39: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:10:43: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:10:45: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:10:45: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:10:47: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:10:49: ||| MESSAGE ||| ==== Count ==>56
2013-3-1 19:10:49: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:10:51: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:10:54: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:10:55: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:10:57: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:11:06: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:11:06: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:11:11: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:11:13: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:11:17: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:11:19: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:11:19: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:11:21: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:11:23: ||| MESSAGE ||| ==== Count ==>57
2013-3-1 19:11:23: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:11:25: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:11:28: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:11:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:11:31: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:11:40: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:11:40: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:11:45: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:11:47: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:11:51: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:11:53: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:11:53: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:11:55: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:11:57: ||| MESSAGE ||| ==== Count ==>58
2013-3-1 19:11:57: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:11:59: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:12:02: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:12:03: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:12:05: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:12:14: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:12:14: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:12:19: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:12:21: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:12:25: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:12:27: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:12:27: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:12:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:12:31: ||| MESSAGE ||| ==== Count ==>59
2013-3-1 19:12:31: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:12:33: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:12:36: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:12:37: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:12:39: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:12:48: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:12:48: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:12:53: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:12:55: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:12:59: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:13:00: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:13:01: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:13:03: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:13:05: ||| MESSAGE ||| ==== Count ==>60
2013-3-1 19:13:05: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:13:07: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:13:10: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:13:11: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:13:13: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:13:25: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:13:25: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:13:30: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:13:32: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:13:36: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:13:38: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:13:38: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:13:40: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:13:42: ||| MESSAGE ||| ==== Count ==>61
2013-3-1 19:13:42: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:13:44: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:13:47: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:13:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:13:50: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:13:59: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:13:59: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:14:04: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:14:06: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:14:10: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:14:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:14:12: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:14:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:14:16: ||| MESSAGE ||| ==== Count ==>62
2013-3-1 19:14:16: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:14:19: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:14:22: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:14:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:14:24: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:14:33: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:14:33: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:14:38: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:14:40: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:14:44: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:14:46: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:14:46: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:14:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:14:50: ||| MESSAGE ||| ==== Count ==>63
2013-3-1 19:14:50: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:14:53: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:14:56: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:14:56: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:14:58: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:15:07: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:15:07: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:15:12: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:15:15: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:15:19: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:15:20: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:15:21: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:15:23: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:15:25: ||| MESSAGE ||| ==== Count ==>64
2013-3-1 19:15:25: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:15:27: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:15:30: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:15:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:15:33: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:15:42: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:15:42: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:15:47: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:15:49: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:15:53: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:15:54: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:15:55: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:15:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:15:59: ||| MESSAGE ||| ==== Count ==>65
2013-3-1 19:15:59: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:16:01: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:16:04: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:16:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:16:07: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:16:16: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:16:16: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:16:21: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:16:23: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:16:27: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:16:29: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:16:29: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:16:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:16:33: ||| MESSAGE ||| ==== Count ==>66
2013-3-1 19:16:33: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:16:35: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:16:38: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:16:39: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:16:41: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:16:50: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:16:50: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:16:55: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:16:57: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:17:01: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:17:03: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:17:03: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:17:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:17:07: ||| MESSAGE ||| ==== Count ==>67
2013-3-1 19:17:07: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:17:10: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:17:13: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:17:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:17:16: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:17:25: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:17:25: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:17:30: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:17:33: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:17:37: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:17:38: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:17:39: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:17:41: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:17:43: ||| MESSAGE ||| ==== Count ==>68
2013-3-1 19:17:43: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:17:45: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:17:48: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:17:49: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:17:51: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:18:00: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:18:00: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:18:05: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:18:07: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:18:11: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:18:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:18:13: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:18:15: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:18:17: ||| MESSAGE ||| ==== Count ==>69
2013-3-1 19:18:17: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:18:19: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:18:22: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:18:23: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:18:25: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:18:34: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:18:34: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:18:39: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:18:41: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:18:45: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:18:47: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:18:47: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:18:49: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:18:51: ||| MESSAGE ||| ==== Count ==>70
2013-3-1 19:18:51: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:18:53: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:18:56: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:18:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:18:59: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:19:08: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:19:08: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:19:13: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:19:15: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:19:19: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:19:21: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:19:21: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:19:23: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:19:25: ||| MESSAGE ||| ==== Count ==>71
2013-3-1 19:19:25: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:19:27: ||| MESSAGE ||| Sleep(3000);
